2.500000000000000555e-01,1.500000000000000000e+00,2.500999999999887757e-01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000555e-01,1.524999999999999911e+00,2.485999999999889409e-01,1.524999999999999911e+00,5.116910997098358949e-02,2.500000000000000139e-02
2.500000000000000555e-01,1.549999999999999822e+00,2.470999999999891061e-01,1.549999999999999822e+00,7.134255793884566876e-02,5.000000000000000278e-02
2.500000000000000555e-01,1.574999999999999734e+00,2.454999999999892824e-01,1.574999999999999734e+00,8.635648640787907393e-02,7.500000000000001110e-02
2.500000000000000555e-01,1.599999999999999645e+00,2.437999999999894696e-01,1.599999999999999645e+00,9.867589366613008228e-02,1.000000000000000056e-01
2.500000000000000555e-01,1.624999999999999556e+00,2.420999999999896568e-01,1.624999999999999556e+00,1.092583217724942268e-01,1.250000000000000000e-01
2.500000000000000555e-01,1.649999999999999467e+00,2.401999999999898661e-01,1.649999999999999467e+00,1.185962162263354269e-01,1.500000000000000222e-01
2.500000000000000555e-01,1.674999999999999378e+00,2.382999999999900753e-01,1.674999999999999378e+00,1.269828226729178000e-01,1.750000000000000167e-01
2.500000000000000555e-01,1.699999999999999289e+00,2.362999999999902956e-01,1.699999999999999289e+00,1.346097398339327900e-01,2.000000000000000111e-01
2.500000000000000555e-01,1.724999999999999201e+00,2.342999999999905159e-01,1.724999999999999201e+00,1.416103446640202268e-01,2.250000000000000056e-01
2.500000000000000555e-01,1.749999999999999112e+00,2.320999999999907581e-01,1.749999999999999112e+00,1.480819884541964837e-01,2.500000000000000000e-01
2.500000000000000555e-01,1.774999999999999023e+00,2.298999999999910004e-01,1.774999999999999023e+00,1.540983459260165944e-01,2.750000000000000222e-01
2.500000000000000555e-01,1.799999999999998934e+00,2.274999999999912648e-01,1.799999999999998934e+00,1.597167457742380559e-01,3.000000000000000444e-01
2.500000000000000555e-01,1.824999999999998845e+00,2.250999999999915291e-01,1.824999999999998845e+00,1.649829193323727738e-01,3.250000000000000111e-01
2.500000000000000555e-01,1.849999999999998757e+00,2.226999999999917934e-01,1.849999999999998757e+00,1.699339922929735125e-01,3.500000000000000333e-01
2.500000000000000555e-01,1.874999999999998668e+00,2.200999999999920798e-01,1.874999999999998668e+00,1.746006562491739245e-01,3.750000000000000000e-01
2.500000000000000555e-01,1.899999999999998579e+00,2.174999999999923661e-01,1.899999999999998579e+00,1.790085535827718455e-01,4.000000000000000222e-01
2.500000000000000555e-01,1.924999999999998490e+00,2.146999999999926745e-01,1.924999999999998490e+00,1.831794622042706155e-01,4.250000000000000444e-01
2.500000000000000555e-01,1.949999999999998401e+00,2.118999999999929829e-01,1.949999999999998401e+00,1.871320195063235770e-01,4.500000000000000111e-01
2.500000000000000555e-01,1.974999999999998312e+00,2.089999999999933022e-01,1.974999999999998312e+00,1.908823371738646024e-01,4.750000000000000333e-01
2.500000000000000555e-01,1.999999999999998224e+00,2.060999999999936216e-01,1.999999999999998224e+00,1.944444264442449777e-01,5.000000000000000000e-01
2.500000000000000555e-01,2.024999999999998135e+00,2.029999999999939631e-01,2.024999999999998135e+00,1.978306251239695668e-01,5.250000000000000222e-01
2.500000000000000555e-01,2.049999999999998046e+00,1.998999999999943045e-01,2.049999999999998046e+00,2.010517979848312209e-01,5.500000000000000444e-01
2.500000000000000555e-01,2.074999999999997957e+00,1.965999999999946679e-01,2.074999999999997957e+00,2.041176300603186888e-01,5.750000000000000666e-01
2.500000000000000555e-01,2.099999999999997868e+00,1.932999999999950314e-01,2.099999999999997868e+00,2.070367317993833389e-01,6.000000000000000888e-01
2.500000000000000555e-01,2.124999999999997780e+00,1.898999999999954058e-01,2.124999999999997780e+00,2.098168882692322268e-01,6.250000000000000000e-01
2.500000000000000555e-01,2.149999999999997691e+00,1.863999999999957913e-01,2.149999999999997691e+00,2.124650599821011898e-01,6.500000000000000222e-01
2.500000000000000555e-01,2.174999999999997602e+00,1.828999999999961767e-01,2.174999999999997602e+00,2.149876127384541813e-01,6.750000000000000444e-01
2.500000000000000555e-01,2.199999999999997513e+00,1.791999999999965842e-01,2.199999999999997513e+00,2.173902707366596465e-01,7.000000000000000666e-01
2.500000000000000555e-01,2.224999999999997424e+00,1.753999999999970028e-01,2.224999999999997424e+00,2.196782776670674620e-01,7.250000000000000888e-01
2.500000000000000555e-01,2.249999999999997335e+00,1.715999999999974213e-01,2.249999999999997335e+00,2.218564429858241316e-01,7.500000000000000000e-01
2.500000000000000555e-01,2.274999999999997247e+00,1.675999999999978618e-01,2.274999999999997247e+00,2.239291827712928951e-01,7.750000000000000222e-01
2.500000000000000555e-01,2.299999999999997158e+00,1.635999999999983023e-01,2.299999999999997158e+00,2.259005561697814968e-01,8.000000000000000444e-01
2.500000000000000555e-01,2.324999999999997069e+00,1.594999999999987539e-01,2.324999999999997069e+00,2.277742256676816013e-01,8.250000000000000666e-01
2.500000000000000555e-01,2.349999999999996980e+00,1.551999999999992275e-01,2.349999999999996980e+00,2.295537114153655134e-01,8.500000000000000888e-01
2.500000000000000555e-01,2.374999999999996891e+00,1.508999999999997010e-01,2.374999999999996891e+00,2.312422058182171947e-01,8.750000000000000000e-01
2.500000000000000555e-01,2.399999999999996803e+00,1.465000000000001856e-01,2.399999999999996803e+00,2.328426694655626461e-01,9.000000000000000222e-01
2.500000000000000555e-01,2.424999999999996714e+00,1.419000000000006922e-01,2.424999999999996714e+00,2.343578662097234033e-01,9.250000000000000444e-01
2.500000000000000555e-01,2.449999999999996625e+00,1.373000000000011989e-01,2.449999999999996625e+00,2.357904023699303742e-01,9.500000000000000666e-01
2.500000000000000555e-01,2.474999999999996536e+00,1.325000000000017275e-01,2.474999999999996536e+00,2.371425828368722011e-01,9.750000000000000888e-01
2.500000000000000555e-01,2.499999999999996447e+00,1.276000000000022672e-01,2.499999999999996447e+00,2.384167775355479635e-01,1.000000000000000000e+00
2.500000000000000555e-01,2.524999999999996358e+00,1.227000000000024876e-01,2.524999999999996358e+00,2.396150100228276458e-01,1.025000000000000133e+00
2.500000000000000555e-01,2.549999999999996270e+00,1.176000000000023415e-01,2.549999999999996270e+00,2.407392347012656808e-01,1.050000000000000044e+00
