0.01	6.15900589128633e-75	4.210788513238138e-80	1.8892267409044124e-86
0.02	1.705702047632723e-66	1.7571981232706627e-80	7.825314774687987e-87
0.03	7.569462426801605e-66	7.332938464144557e-81	3.2361581741148516e-87
0.04	2.015679443187593e-65	3.0600982522873345e-81	1.333180283450377e-87
0.05	4.4975047348211735e-65	1.2770054487034505e-81	5.441167283509343e-88
0.06	9.28830678402364e-65	5.329055552810964e-82	2.1703245783646532e-88
0.07	1.8484234685250925e-64	2.2238629890605333e-82	8.168519303894318e-89
0.08	3.610884544635754e-64	9.280395459641042e-83	2.624797775386466e-89
0.09	6.987356078427141e-64	3.872813283543957e-83	4.916293222028907e-90
0.1	1.345517029742695e-63	1.616182940564273e-83	6.353410759626933e-92
0.11	2.584423768187806e-63	6.744717755139492e-84	7.6770137684767006e-90
0.12	4.95752388262399e-63	2.814876419236769e-84	3.404098850886781e-89
0.13	9.503137529523793e-63	1.1749199772657984e-84	1.0092481647309277e-88
0.14	1.8210140933608073e-62	4.905521329242575e-85	2.635594926599894e-88
0.15	3.488817425351118e-62	2.0495965392851784e-85	6.562470861822831e-88
0.16	6.683450188725065e-62	8.577969767962008e-86	1.6032670900196083e-87
0.17	1.2802683905352166e-61	3.604546787844561e-86	3.8866659000030654e-87
0.18	2.4523912590400955e-61	1.5292387017338567e-86	9.392069540127448e-87
0.19	4.697561294810375e-61	6.635430696325128e-87	2.2665830801396935e-86
0.2	8.998124507889166e-61	3.0311852914866696e-87	5.466940056298942e-86
0.21	1.723573843296728e-60	1.5472060098639143e-87	1.3183127750605635e-85
0.22	3.3014667801018923e-60	9.761269058460716e-88	3.1787162273236444e-85
0.23	6.323878540036845e-60	8.533197292127146e-88	7.664222733446302e-85
0.24	1.2113227508951823e-59	1.0788458873743936e-87	1.8478956833745232e-84
0.25	2.3202570770676336e-59	1.8361000898182158e-87	4.455370973417985e-84
0.26	4.444391148744033e-59	3.7409164766370485e-87	1.0742097330527793e-83
0.27	8.51311320737277e-59	8.342365558215062e-87	2.5899643961162484e-83
0.28	1.6306641596722458e-58	1.9382490533064204e-86	6.2445090164542756e-83
0.29	3.1234936987859134e-58	4.5839426723524846e-86	1.505576106664797e-82
0.3	5.982968793399797e-58	1.0922864196770807e-85	3.6300039289741605e-82
0.31	1.1460216933581533e-57	2.6109984617154124e-85	8.752083681680955e-82
0.32	2.1951739397139947e-57	6.249584887770523e-85	2.110162115132067e-81
0.33	4.2047970348565233e-57	1.496703441426231e-84	5.087684587983026e-81
0.34	8.054176377614542e-57	3.5852592706556966e-84	1.2266609384261207e-80
0.35	1.542755965543832e-56	8.58909120967402e-84	2.957528184619585e-80
0.36	2.9551078311497507e-56	2.057743904730786e-83	7.13071777632384e-80
0.37	5.660430092478426e-56	4.929952345657452e-83	1.7192443426635595e-79
0.38	1.0842402599379645e-55	1.181128531046251e-82	4.145166310440704e-79
0.39	2.0768332476987565e-55	2.8297812775806506e-82	9.994160407751853e-79
0.4	3.978118594233842e-55	6.779678618660648e-82	2.409631719795059e-78
0.41	7.619979874257513e-55	1.6242974656289623e-81	5.809717663235687e-78
0.42	1.4595867847678503e-54	3.891545552336611e-81	1.4007459749621635e-77
0.43	2.7957994869002974e-54	9.323494279462901e-81	3.3772541113094215e-77
0.44	5.355279214990741e-54	2.2337538550546526e-80	8.142693633412228e-77
0.45	1.0257894246303767e-53	5.351702068437e-80	1.963235735965835e-76
0.46	1.9648722343695556e-53	1.2821786585457034e-79	4.7334392382854695e-76
0.47	3.7636602646657975e-53	3.071886468697648e-79	1.1412509772555325e-75
0.48	7.209190674104025e-53	7.359728244008673e-79	2.751601378025641e-75
0.49	1.3809012110767918e-52	1.7632682849118214e-78	6.634220074676277e-75
0.5	2.6450793729218376e-52	4.2244970766617866e-78	1.5995367770464712e-74
0.51	5.066578863813756e-52	1.0121191258806786e-77	3.856546620891312e-74
0.52	9.704896437526555e-52	2.4248688220606848e-77	9.298286886889184e-74
0.53	1.8589469816763017e-51	5.80958175172236e-77	2.2418538534590163e-73
0.54	3.5607632733937366e-51	1.3918790090040202e-76	5.405198571960278e-73
0.55	6.82054690861402e-51	3.3347102399177956e-76	1.3032148173817402e-72
0.56	1.3064575362311722e-50	7.989410223365165e-76	3.142102621453523e-72
0.57	2.502484502847681e-50	1.9141295982229883e-75	7.575734063230143e-72
0.58	4.793442200240554e-50	4.585935652770519e-75	1.826539534543793e-71
0.59	9.18171045650849e-50	1.0987137877642985e-74	4.403859274105704e-71
0.6	1.758732104935502e-49	2.63233520665323e-74	1.0617879404932109e-70
0.61	3.368804354681299e-49	6.306636648554261e-74	2.5600128442018743e-70
0.62	6.45285472885359e-49	1.5109650821202392e-73	6.172292519572531e-70
0.63	1.2360270816506757e-48	3.62002063320072e-73	1.488164211107638e-69
0.64	2.3675768489604718e-48	8.672966397350619e-73	3.588022946415694e-69
0.65	4.535030193875471e-48	2.0778982705152513e-72	8.650865655762231e-69
0.66	8.68672916293817e-48	4.978298110239668e-72	2.0857580264029927e-68
0.67	1.6639197607140024e-47	1.1927172964184798e-71	5.028845340820627e-68
0.68	3.187193842656988e-47	2.857551953848986e-71	1.2124745604122703e-67
0.69	6.104984645600725e-47	6.8462184571868175e-71	2.9233242623584687e-67
0.7	1.1693934966926883e-46	1.640239894865003e-70	7.04825076081423e-67
0.71	2.2399419973849805e-46	3.929741549340312e-70	1.6993612178773312e-66
0.72	4.290549046013338e-46	9.415006117676824e-70	4.0972273076333024e-66
0.73	8.21843205660563e-46	2.2556786262641744e-69	9.878577570097184e-66
0.74	1.574218701259267e-45	5.404230227139278e-69	2.3817642391140938e-65
0.75	3.015373860032789e-45	1.2947635362532105e-68	5.742528061827964e-65
0.76	5.775868059816391e-45	3.1020377451578798e-68	1.384546295528705e-64
0.77	1.1063520940665183e-44	7.431965685587805e-68	3.338196041574152e-64
0.78	2.1191878750850141e-44	1.7805751731413396e-67	8.048523077898272e-64
0.79	4.059247751229296e-44	4.2659614983899865e-67	1.9405308414695186e-63
0.8	7.775380606685985e-44	1.0220533106523985e-66	4.6786968369825844e-63
0.81	1.4893533798354621e-43	2.448669473950403e-66	1.1280523671457806e-62
0.82	2.8528166043986645e-43	5.8666041488865e-66	2.71977900548023e-62
0.83	5.464493980086743e-43	1.4055406254649703e-65	6.557495072119354e-62
0.84	1.0467092210681552e-42	3.3674411971488217e-65	1.5810380745724225e-61
0.85	2.0049435454803313e-42	8.067828144422214e-65	3.811945515408198e-61
0.86	3.840415790415108e-42	1.9329172257868113e-64	9.190751852304652e-61
0.87	7.356213832812075e-42	4.6309476786840404e-64	2.2159267300439372e-60
0.88	1.4090631042897204e-41	1.1094979193420686e-63	5.342687248913061e-60
0.89	2.6990227269013436e-41	2.658172189443056e-63	1.288143089421203e-59
0.9	5.169905917025657e-41	6.368537755274521e-63	3.1057640874658705e-59
0.91	9.90281664711372e-41	1.5257955561131225e-62	7.488120416286061e-59
0.92	1.8968580689911607e-40	3.655551978358649e-62	1.805415536714242e-58
0.93	3.6333809481826275e-40	8.758093581373033e-62	4.352928477378607e-58
0.94	6.95964412436912e-40	2.0982933257189756e-61	1.0495083233668158e-57
0.95	1.3331012362492029e-39	5.027161265005064e-61	2.5304062001945498e-57
0.96	2.5535197983276902e-39	1.2044240943152123e-60	6.10090972641587e-57
0.97	4.891198945098411e-39	2.885599491436959e-60	1.4709535365118073e-56
0.98	9.36896088927903e-39	6.913415684958926e-60	3.5465273272412677e-56
0.99	1.7945994250101807e-38	1.6563392312366667e-59	8.550818071858334e-56
1.0	3.4375072479299305e-38	3.9683128773848226e-59	2.0616361570487062e-55
1.01	6.584453285169069e-38	9.507416594281054e-59	4.970686556925937e-55
1.02	1.2612344334890397e-37	2.2778186370420413e-58	1.1984522469073337e-54
1.03	2.4158608578807377e-37	5.4572740047775414e-58	2.889515908252103e-54
1.04	4.627516922840953e-37	1.3074719417475302e-57	6.9667374779327e-54
1.05	8.8638850210787e-37	3.132484967697241e-57	1.6797080420225698e-53
1.06	1.6978534919904323e-36	7.504912158752811e-57	4.0498427210329154e-53
1.07	3.252192998226969e-36	1.7980519329355497e-56	9.764331452122027e-53
1.08	6.229488791354515e-36	4.307832903497347e-56	2.3542190468715875e-52
1.09	1.1932419331438227e-35	1.0320850018028687e-55	5.676115510651246e-52
1.1	2.2856230401904554e-35	2.4727037348213695e-55	1.3685339659905076e-51
1.11	4.3780498629357146e-35	5.924186234194878e-55	3.2995896798703865e-51
1.12	8.386037533448325e-35	1.4193363338758193e-54	7.95544160836902e-51
1.13	1.6063230825161733e-34	3.4004934163482323e-54	1.9180885299245803e-50
1.14	3.0768689445195654e-34	8.147015755632292e-54	4.624587533591989e-50
1.15	5.893660251037092e-34	1.9518892582888531e-53	1.1150063994541157e-49
1.16	1.1289148735608007e-33	4.676401508109916e-53	2.688324659859963e-49
1.17	2.1624062763416624e-33	1.120387899681572e-52	6.481657397078097e-49
1.18	4.142031444065279e-33	2.6842627682331588e-52	1.56275331028231e-48
1.19	7.933950558380067e-33	6.4310464357661894e-52	3.7678602233731915e-48
1.2	1.5197270303925616e-32	1.540771594660384e-51	9.084460464405121e-48
1.21	2.910996520474102e-32	3.6914320719400454e-51	2.1902994547779884e-47
1.22	5.57593605479494e-32	8.844056308521939e-51	5.280898871647964e-47
1.23	1.068055652711618e-31	2.1188885631369429e-50	1.2732456665565616e-46
1.24	2.0458320649288583e-31	5.076504023008506e-50	3.0698458099788673e-46
1.25	3.9187366569007515e-31	1.2162457971583276e-49	7.401520024436044e-46
1.26	7.50623535987627e-31	2.9139223221350675e-49	1.7845358387073143e-45
1.27	1.4377993269498695e-30	6.981272469163317e-49	4.302586697214894e-45
1.28	2.754066193591316e-30	1.672596586342309e-48	1.0373707204704005e-44
1.29	5.2753402067401406e-30	4.007262791992454e-48	2.501141958129216e-44
1.3	1.0104773211917494e-29	9.600734101223821e-48	6.030352477923966e-44
1.31	1.935542309362856e-29	2.30017595717929e-47	1.4539419040094724e-43
1.32	3.707479576993685e-29	5.510838419440483e-47	3.505511606449986e-43
1.33	7.101578067983435e-29	1.3203050831999507e-46	8.451927541993108e-43
1.34	1.3602883039090914e-28	3.163231036813118e-46	2.0377932580130184e-42
1.35	2.605595900007205e-28	7.5785746185319e-46	4.9132003815357585e-42
1.36	4.99094932642167e-28	1.8157002311952575e-45	1.1845921019809807e-41
1.37	9.560030079430214e-28	4.350115286192369e-45	2.856098549021707e-41
1.38	1.8311982178576196e-27	1.0422151563370876e-44	6.886166899207363e-41
1.39	3.5076112577302475e-27	2.496973897557312e-44	1.6602821558794452e-40
1.4	6.718735642802262e-27	5.982333501074112e-44	4.0030061389435555e-40
1.41	1.2869558602988472e-26	1.4332674503759892e-43	9.651406594761545e-40
1.42	2.465129563673013e-26	3.43387005077275e-43	2.3269924158045388e-39
1.43	4.721889812354229e-26	8.226980611679134e-43	5.610471023105444e-39
1.44	9.044653769351387e-26	1.9710475057060798e-42	1.3527068196405271e-38
1.45	1.7324792627182404e-25	4.72230147745203e-42	3.2614298021793736e-38
1.46	3.318517736875163e-25	1.1313847677130009e-41	7.863436629505927e-38
1.47	6.356532056075795e-25	2.710609432127269e-41	1.895905764549544e-37
1.48	1.2175767310487983e-24	6.494168653507217e-41	4.571104006312869e-37
1.49	2.3322356953654614e-24	1.5558946265120046e-40	1.1021113088652954e-36
1.5	4.4673351584597745e-24	3.7276643369918605e-40	2.6572340849197424e-36
1.51	8.55706113137229e-24	8.930862779847614e-40	6.406696787576718e-36
1.52	1.6390821957331717e-23	2.1396859476041824e-39	1.5446800099730605e-35
1.53	3.139618150581832e-23	5.1263310916674126e-39	3.7242847793845314e-35
1.54	6.013854678626226e-23	1.2281835327666214e-38	8.979398340370308e-35
1.55	1.1519377950128176e-22	2.9425231480092683e-38	2.1649685599061443e-34
1.56	2.2065060672236196e-22	7.049795283499903e-38	5.219825079270056e-34
1.57	4.22650341517831e-22	1.6890135111725864e-37	1.2585205329428821e-33
1.58	8.095754362004002e-22	4.046595009078448e-37	3.034342928710412e-33
1.59	1.5507201166461553e-21	9.694967541219028e-37	7.315921169347143e-33
1.6	2.9703629490752047e-21	2.3227527196178667e-36	1.763897615186451e-32
1.61	5.689650862543108e-21	5.564928581301692e-36	4.252827121616044e-32
1.62	1.0898374202962736e-20	1.3332641849229354e-35	1.0253734894040993e-31
1.63	2.087554458740811e-20	3.194278885754222e-35	2.472216158114646e-31
1.64	3.9986547874488885e-20	7.652960092500351e-35	5.960611226641985e-31
1.65	7.659316403574182e-20	1.8335217516104319e-34	1.4371270116713988e-30
1.66	1.467121591846353e-19	4.392812680315739e-34	3.464970233999151e-30
1.67	2.8102322085262705e-19	1.0524447406960863e-33	8.35418068479345e-30
1.68	5.382924707624036e-19	2.5214822775899458e-33	2.0142261029937915e-29
1.69	1.0310848448763856e-18	6.04105149691288e-33	4.8563790359076544e-29
1.7	1.9750154703594517e-18	1.4473353040273958e-32	1.170892250147552e-28
1.71	3.7830893621822274e-18	3.467574284633323e-32	2.8230676627969607e-28
1.72	7.246406591261586e-18	8.307730341401736e-32	6.806528122229502e-28
1.73	1.388029820569435e-17	1.990393795781229e-31	1.6410809308339665e-27
1.74	2.6587340339325282e-17	4.768651965677511e-31	3.9567112236726186e-27
1.75	5.092734002134878e-17	1.1424895725639323e-30	9.53978771758746e-27
1.76	9.754995906130157e-17	2.7372146946602915e-30	2.300080661741075e-26
1.77	1.8685434010243808e-16	6.557910430508519e-30	5.545585716506024e-26
1.78	3.579144958244102e-16	1.571166094441482e-29	1.3370627148282862e-25
1.79	6.855756534796713e-16	3.7642522301590517e-29	3.2237112448968585e-25
1.8	1.313201846048345e-15	9.018521276895554e-29	7.772495691654295e-25
1.81	2.5154030480983507e-15	2.160687463241038e-28	1.873979543683278e-24
1.82	4.818187328492002e-15	5.176647224603604e-28	4.518239018021145e-24
1.83	9.229109088498512e-15	1.2402384400286931e-27	1.089365350480012e-23
