0.000000000000000000e+00,-1.692598623225425456e+02,-1.206153430751656543e+02,-1.191840127515147003e+02,-1.191838866554713547e+02
6.544984694978739359e-02,-1.692176585860232478e+02,-1.218695151829453920e+02,-1.194310052666074569e+02,-1.182067308134359678e+02
1.308996938995750092e-01,-1.691754548495039501e+02,-1.231236872907261386e+02,-1.196779977817011797e+02,-1.172295749713996003e+02
1.963495408493619865e-01,-1.690490798345060455e+02,-1.247458877147185490e+02,-1.202482908689372039e+02,-1.170679354936755630e+02
2.617993877991490193e-01,-1.689227048195071461e+02,-1.263680881387099788e+02,-1.208185839561732422e+02,-1.169062960159505451e+02
3.272492347489370235e-01,-1.687129115985150065e+02,-1.280174979282058416e+02,-1.214886561341283056e+02,-1.176543372432353038e+02
3.926990816987239730e-01,-1.685031183775228669e+02,-1.296669077177017186e+02,-1.221587283120843352e+02,-1.184023784705190820e+02
4.581489286485109780e-01,-1.682113266431192358e+02,-1.312978400194396897e+02,-1.228227236279953019e+02,-1.192344462355064678e+02
5.235987755982990377e-01,-1.679195349087146099e+02,-1.329287723211786840e+02,-1.234867189439072632e+02,-1.200665140004938678e+02
5.890486225480859872e-01,-1.675481444814612360e+02,-1.345136701158030803e+02,-1.241018299557215840e+02,-1.208240713384008700e+02
6.544984694978730477e-01,-1.671767540542068673e+02,-1.360985679104284429e+02,-1.247169409675368854e+02,-1.215816286763078864e+02
7.199483164476609964e-01,-1.667297603503868970e+02,-1.376170760521087288e+02,-1.252644013823863247e+02,-1.222390970926966247e+02
7.853981633974479459e-01,-1.662827666465659320e+02,-1.391355841937890148e+02,-1.258118617972367588e+02,-1.228965655090843825e+02
8.508480103472360057e-01,-1.657669957982117523e+02,-1.405700705042409311e+02,-1.262825137220036424e+02,-1.234501340340566458e+02
9.162978572970229552e-01,-1.652512249498575727e+02,-1.420045568146938137e+02,-1.267531656467705261e+02,-1.240037025590298896e+02
9.817477042468100157e-01,-1.646789477058842408e+02,-1.433355859374813690e+02,-1.271421272725694678e+02,-1.244540465386686350e+02
1.047197551196600074e+00,-1.641066704619119037e+02,-1.446666150602688958e+02,-1.275310888983694326e+02,-1.249043905183074088e+02
1.112647398146380029e+00,-1.635014756504466789e+02,-1.458658481890828966e+02,-1.278355889785716784e+02,-1.252529452251014277e+02
1.178097245096169976e+00,-1.628962808389823920e+02,-1.470650813178978638e+02,-1.281400890587749473e+02,-1.256014999318954750e+02
1.243547092045959923e+00,-1.623066338836835314e+02,-1.480809422325164348e+02,-1.283585004409991370e+02,-1.258495480591452775e+02
1.308996938995750092e+00,-1.617169869283856372e+02,-1.490968031471359438e+02,-1.285769118232233268e+02,-1.260975961863960748e+02
1.374446785945530047e+00,-1.612432469863358335e+02,-1.498269828152335776e+02,-1.287082876995181664e+02,-1.262460624460276932e+02
1.439896632895319994e+00,-1.607695070442860867e+02,-1.505571624833302167e+02,-1.288396635758120112e+02,-1.263945287056602922e+02
1.505346479845109942e+00,-1.605768191092488166e+02,-1.508354442680637248e+02,-1.288835071853368390e+02,-1.264439578064425547e+02
1.570796326794900111e+00,-1.603841311742115181e+02,-1.511137260527962667e+02,-1.289273507948607005e+02,-1.264933869072248314e+02
1.663356388006530073e+00,-1.604364857412127208e+02,-1.509030512762912792e+02,-1.310311017273580205e+02,-1.241854658387850066e+02
1.755916449218160036e+00,-1.601946870417459081e+02,-1.508425169030704467e+02,-1.339015973745202928e+02,-1.208876324848856711e+02
1.848476510429789998e+00,-1.600631849580052801e+02,-1.503671039439614106e+02,-1.366179395805756940e+02,-1.173237309240440567e+02
1.941036571641429953e+00,-1.596671814957772142e+02,-1.500292070151228359e+02,-1.392139859448280390e+02,-1.136402339582975145e+02
2.033596632853059916e+00,-1.594064200325569516e+02,-1.493040500695055641e+02,-1.415348503226789774e+02,-1.097598496624387820e+02
2.126156694064690100e+00,-1.589683791244076474e+02,-1.486748251810898296e+02,-1.436726221874769465e+02,-1.057781623173338374e+02
2.218716755276319841e+00,-1.587444274663465933e+02,-1.477952134182048667e+02,-1.453120064949604284e+02,-1.016124041982615012e+02
2.311276816487959795e+00,-1.585570133401755299e+02,-1.467813829557427709e+02,-1.467813729684339989e+02,-9.752422245340274287e+01
2.457627123384639845e+00,-1.592250110558127005e+02,-1.477380132874282026e+02,-1.443524334668170752e+02,-1.016061315494052621e+02
2.603977430281319894e+00,-1.610583113702250841e+02,-1.464532319551984187e+02,-1.413943854166358847e+02,-1.051377157559947619e+02
2.750327737177999943e+00,-1.632674097762689769e+02,-1.437171595543705962e+02,-1.379194155096855923e+02,-1.081116005962041697e+02
2.896678044074679992e+00,-1.653223969217781075e+02,-1.400646443018005414e+02,-1.339531518256980860e+02,-1.105130604164460948e+02
3.043028350971369811e+00,-1.670120850121942624e+02,-1.357193975623455628e+02,-1.295585446140526642e+02,-1.123500036449954962e+02
3.189378657868049860e+00,-1.682523707149901213e+02,-1.307968642843548253e+02,-1.249297944852863225e+02,-1.139764219274836989e+02
3.335728964764729909e+00,-1.690068737823435185e+02,-1.254308768771070817e+02,-1.208276539058552999e+02,-1.158242992811177601e+02
3.482079271661409958e+00,-1.692598623225425456e+02,-1.206153430751656543e+02,-1.191840127515147003e+02,-1.191838866554713547e+02
